V1,V2,V3,V4,V5,V6,V7,V8
1569.0181884765625,1573.9553,1572.8612,1578.023,1578.0381,1578.7174,1579.1384,1579.0856
3993.914306640625,3981.2954,3959.89,3989.2524,3969.7656,3987.5952,3982.0745,3998.6543
5911.291015625,5891.4336,5886.888,5897.3267,5895.1772,5898.114,5910.0728,5915.46
9050.443359375,8978.219,9061.583,8851.056,9044.484,9015.862,9055.659,8842.72
21124.203125,21149.508,21146.928,21173.432,21173.277,21178.006,21175.781,21175.443
2438.44921875,2443.42,2474.5125,2475.621,2469.1628,2486.86,2465.0525,2456.2756
1435.3662109375,1386.4695,1494.1675,1511.674,1518.6396,1587.2682,1586.0386,1498.1077
6904.60205078125,6929.1816,6998.0522,7020.7656,7001.063,7038.8545,6961.46,6934.1787
4228.80517578125,4232.4067,4254.9917,4253.961,4252.7256,4265.883,4257.761,4265.754
2239.96533203125,2228.7388,2261.207,2259.918,2253.0613,2276.8982,2267.0044,2250.9224
2283.426513671875,2284.556,2292.4792,2295.2075,2292.19,2298.0535,2289.323,2289.7612
6041.61181640625,6058.1616,6093.2085,6119.015,6113.024,6118.009,6071.0806,6072.5796
1819.0452880859375,1822.9418,1823.1235,1824.6489,1824.1865,1824.9119,1824.5349,1824.5367
3746.25927734375,3800.084,3821.1978,3838.1584,3851.623,3875.9302,3873.5662,3888.3638
6282.42529296875,6247.053,6281.7993,6229.1655,6286.8564,6231.896,6264.7314,6239.3193
2309.695556640625,2305.66,2311.55,2310.773,2314.4946,2308.8135,2314.4387,2312.418
3085.24365234375,3086.506,3086.049,3088.1775,3087.0884,3086.7192,3086.711,3089.2363
2307.353271484375,2305.927,2317.2031,2315.193,2317.3818,2319.9343,2315.9688,2310.967
5596.7998046875,5599.2363,5642.0522,5662.998,5649.9985,5681.6245,5624.279,5640.2236
3902.547607421875,3893.319,3893.3694,3898.0156,3893.2397,3900.816,3910.904,3914.0112
3356.7919921875,3361.7786,3373.1758,3373.9885,3372.613,3380.6099,3373.4976,3381.1064
3245.730712890625,3239.1912,3258.4294,3250.4097,3262.4358,3250.7832,3256.7214,3247.4617
1430.469482421875,1450.2502,1440.1859,1456.6093,1440.2179,1459.8486,1458.1881,1457.6951
2386.5654296875,2369.5564,2410.384,2415.1494,2403.9817,2439.6074,2424.111,2404.4072
1433.4010009765625,1405.2762,1468.864,1508.6395,1477.1865,1434.7698,1456.9591,1553.0527
4059.0068359375,4066.601,4070.308,4075.4307,4077.426,4077.0361,4078.8276,4075.073
3248.82177734375,3268.6072,3268.1775,3292.5273,3300.5632,3296.713,3298.9153,3306.6814
1470.6749267578125,1483.3835,1487.3226,1492.3287,1496.0305,1496.657,1497.0631,1496.422
1678.0015869140625,1680.1409,1680.2264,1679.1414,1675.3768,1682.5114,1679.1785,1679.6409
3318.8271484375,3323.6328,3323.0188,3322.1208,3328.2622,3332.2139,3331.5842,3326.8718
1771.2548828125,1779.1052,1781.3501,1787.8234,1789.8223,1790.3761,1790.7986,1789.6863
10293.560546875,10306.825,10308.319,10301.057,10278.233,10321.807,10301.839,10303.913
1468.682861328125,1421.1403,1439.2178,1427.3331,1476.429,1426.2391,1421.4728,1429.5951
5966.52978515625,5994.9473,5992.1914,6037.969,6043.278,6051.6978,6046.0244,6056.7524
1221.42626953125,1225.4316,1230.0281,1235.3083,1238.2401,1240.1162,1240.1339,1240.0836
1077.2398681640625,1078.8745,1082.6019,1084.8895,1086.9426,1087.5321,1087.5739,1088.1019
1132.2281494140625,1133.9441,1137.8646,1140.2671,1142.4247,1143.0427,1143.0875,1143.6422
7987.59423828125,7976.332,7979.8145,8063.8184,8105.736,8032.9644,8104.982,8165.9043
3373.174560546875,3400.8152,3379.4229,3440.114,3430.3145,3472.8757,3469.8118,3484.948
3379.9853515625,3403.316,3370.6833,3436.8428,3410.9475,3449.1978,3454.6096,3442.1438
10049.515625,10077.84,10120.82,10177.892,10192.225,10210.333,10212.259,10213.48
1126.1986083984375,1127.4788,1131.7854,1129.4692,1130.9025,1130.5039,1134.8481,1135.2277
2836.088623046875,2830.8718,2840.408,2848.2397,2836.5059,2852.2358,2851.7253,2859.5422
1051.4580078125,1056.0724,1063.0433,1061.6923,1060.7338,1061.4147,1059.6074,1058.1144
10486.6484375,10558.629,10561.865,10668.122,10672.056,10716.722,10716.426,10702.699
6356.53955078125,6384.702,6387.574,6419.533,6427.732,6436.388,6434.827,6431.3535
9404.431640625,9401.124,9398.614,9403.363,9410.725,9408.748,9403.046,9410.605
7605.42333984375,7634.834,7635.8555,7668.0215,7675.5815,7683.685,7681.9194,7678.8105
12057.8076171875,12054.276,12096.347,12095.691,12073.651,12059.785,12105.084,12105.235
5975.06591796875,6012.338,6025.1724,6067.136,6085.06,6089.3345,6095.6587,6092.7095
18071.728515625,18190.857,18433.64,18518.08,18452.54,18606.312,18567.566,18651.988
12788.0517578125,13018.201,13355.067,13429.655,13477.308,13738.193,13670.054,13789.317
11720.5361328125,11772.77,11805.981,11836.389,11855.39,11864.828,11865.022,11859.873
10546.466796875,10620.911,10668.949,10798.613,10807.816,11066.932,10949.459,10981.387
19228.814453125,19355.797,19366.654,19455.521,19488.19,19502.525,19492.104,19493.893
4137.37353515625,4096.165,4184.2583,4158.487,4181.7285,4135.3164,4208.7925,4149.4014
5725.44140625,5749.835,5723.572,5785.723,5791.328,5765.5913,5797.865,5789.1694
5957.72216796875,5812.471,6225.8506,6158.7905,6058.019,5907.9863,6246.234,6193.9844
4338.8896484375,4288.9204,4378.057,4400.629,4428.406,4362.2954,4441.943,4392.5557
6034.6728515625,6013.5557,6148.119,6172.023,6142.478,6221.5625,6137.72,6075.8022
1865.5018310546875,1831.012,1891.8594,1839.8047,1915.4978,1831.8264,1894.4437,1844.6173
2277.211669921875,2291.6917,2366.7002,2325.1355,2305.2197,2296.766,2380.5867,2358.4954
7666.0947265625,7788.5273,7792.094,7687.879,7718.8525,7767.9697,7822.987,7721.3975
939.5535278320312,948.3273,1174.7611,1208.045,1040.3052,1014.8114,1202.788,1229.8899
2566.031494140625,2605.5554,2584.9358,2566.08,2580.4885,2725.7644,2698.9636,2669.776
1220.84814453125,1228.9846,1224.4799,1236.0004,1243.1948,1237.5613,1239.5742,1238.7208
7416.24365234375,6584.703,6987.4526,6417.5635,7607.9585,6749.6045,7153.5073,6592.821
1479.535888671875,1439.7117,1457.7461,1409.6198,1494.2144,1473.2534,1482.6394,1447.9585
1211.488525390625,1214.3077,1215.1371,1217.42,1218.2185,1218.0763,1218.5719,1218.2164
1218.0391845703125,1220.8281,1221.6554,1223.8077,1224.5795,1224.4313,1224.8181,1224.5745
1187.428955078125,1190.0271,1192.9377,1195.5372,1196.7852,1195.7468,1197.803,1197.6072
1223.9752197265625,1226.8721,1229.0227,1230.6127,1231.699,1231.7278,1232.389,1231.7096
1231.9970703125,1234.8751,1237.0731,1239.4176,1241.1368,1241.2786,1241.8394,1241.1946
1231.4957275390625,1234.9946,1237.3564,1239.7205,1241.1791,1241.4379,1241.9806,1241.7336
1206.868896484375,1209.1432,1211.2161,1212.9073,1213.8633,1213.8085,1214.6932,1214.0986
1241.911865234375,1245.8187,1247.8295,1250.1941,1251.1715,1251.2914,1252.3992,1251.7279
1245.270751953125,1251.1602,1251.9501,1258.105,1258.788,1261.4293,1262.2991,1261.4741
1238.2265625,1242.8162,1242.8676,1246.3497,1247.1631,1246.401,1247.1016,1247.4974
1256.826904296875,1258.9542,1259.079,1260.1548,1260.9515,1260.5298,1260.1659,1260.6184
1205.6278076171875,1207.9431,1209.8961,1211.426,1212.2891,1212.5338,1212.8828,1212.3944
1194.4154052734375,1196.9636,1198.1105,1200.8563,1201.5448,1202.021,1202.8181,1201.8878
1194.5235595703125,1197.408,1198.1915,1200.7507,1201.5405,1201.6675,1202.2771,1201.8346
1224.0819091796875,1227.4037,1228.8844,1231.3134,1232.4546,1232.2654,1233.0781,1232.7336
1232.380859375,1234.7866,1236.4453,1237.9186,1238.8098,1238.2114,1238.8535,1238.3694
1221.8458251953125,1225.5878,1226.6208,1228.8726,1229.7156,1229.904,1230.4663,1230.3188
1190.960693359375,1194.4979,1195.0543,1197.8877,1198.4209,1198.7516,1199.229,1198.8121
1212.2333984375,1215.7046,1217.6665,1219.9374,1221.3662,1221.5538,1222.5573,1221.9377
1294.6109619140625,1298.0411,1301.3624,1304.2672,1306.0598,1305.5895,1307.4509,1306.5559
1222.0845947265625,1223.7281,1225.704,1227.353,1228.2726,1227.1398,1229.043,1228.0118
1223.4609375,1226.7155,1227.5242,1230.5562,1231.6792,1232.1621,1232.5239,1232.3337
1229.3568115234375,1234.5154,1233.9773,1238.742,1240.572,1240.4767,1240.6871,1241.6935
1227.6329345703125,1230.5587,1231.5713,1234.0557,1235.329,1235.3064,1235.8645,1235.3671
1176.0858154296875,1177.7074,1178.27,1179.849,1180.3938,1180.5137,1180.5482,1180.5337
1221.1485595703125,1224.1293,1225.2338,1227.6394,1228.5751,1228.461,1228.9946,1228.5558
1233.98486328125,1236.9132,1238.0234,1240.2306,1241.1534,1240.866,1241.4441,1241.1066
1210.462158203125,1213.2688,1215.3912,1217.8364,1219.0424,1218.7891,1219.8256,1219.3279
1240.8460693359375,1243.841,1247.9053,1249.4355,1250.8214,1251.4498,1252.7318,1252.2195
1263.1641845703125,1267.3096,1266.4779,1270.6663,1270.9529,1270.8837,1271.9434,1271.3687
1233.4298095703125,1237.1967,1236.4069,1240.1746,1240.776,1240.5371,1241.1504,1240.8695
1227.990966796875,1231.6154,1230.5524,1234.3937,1234.8876,1234.5732,1235.2025,1234.9911
1252.858642578125,1256.5879,1257.7661,1261.1,1262.484,1263.4763,1263.8463,1264.0304
1191.6226806640625,1193.4723,1193.2655,1194.8013,1195.1904,1195.0591,1195.1572,1195.0065
1185.3507080078125,1187.3604,1186.975,1188.6841,1189.078,1188.8018,1188.9893,1188.8749
1180.831298828125,1182.7657,1182.2468,1183.8973,1184.2996,1183.8667,1184.1364,1184.1046
1360.5982666015625,1368.3712,1366.6262,1375.1593,1376.0669,1376.2018,1378.0978,1377.5327
1697.35205078125,1703.2529,1700.7184,1710.0536,1703.069,1704.0602,1699.2455,1703.0549
1673.408203125,1674.4292,1673.5381,1676.3867,1678.817,1678.1395,1679.5765,1680.8093
1609.5439453125,1609.0312,1608.0122,1624.3427,1624.5883,1624.6444,1631.7025,1629.6509
1673.8460693359375,1683.0452,1680.2776,1689.6313,1691.0704,1691.7678,1689.6107,1692.3284
2392.05224609375,2404.533,2401.4756,2414.6748,2416.6172,2414.4395,2417.242,2416.8535
1188.628173828125,1228.8794,1245.0913,1256.5548,1253.2222,1262.8452,1256.5519,1256.6077
4762.044921875,4701.124,4741.1055,4748.693,4769.298,4644.044,4804.926,4772.9995
1529.1824951171875,1592.5173,1736.7642,1749.5319,1719.7644,1718.5991,1720.6761,1714.6729
18376.2265625,18500.66,18524.102,18670.6,18721.355,18726.244,18737.95,18698.295
9508.052734375,10271.994,10743.888,10439.501,10851.84,10406.201,10734.572,9960.184
8454.6484375,10559.764,8536.353,10765.337,10670.775,11464.88,8778.92,11226.615
1530.6219482421875,1696.4076,1974.8218,2198.1155,2052.773,1766.4047,1938.5726,2172.8757
6436.62939453125,6471.552,6263.476,6670.968,6763.6953,6640.201,6589.8633,6698.4297
1214.3232421875,1060.8401,1362.0897,910.3966,1084.828,1175.1292,1467.9163,877.9407
10526.2197265625,10550.724,10865.557,11063.322,11239.136,12578.286,11994.752,12312.328
14386.05859375,14662.29,14723.747,14821.606,14606.104,14774.471,14873.952,14866.709
6808.82568359375,6911.6006,6954.2256,7300.956,6967.061,7070.5176,7221.6885,7321.384
8010.388671875,8197.631,8374.358,8256.75,8392.222,8350.502,8327.794,8061.413
10833.080078125,10865.852,10895.004,10927.875,10944.028,10951.863,10957.583,10944.825
1535.64697265625,1635.1936,1691.3542,1677.323,1760.6764,1725.9199,1704.5396,1561.6228
10795.4423828125,10849.178,10828.686,10898.205,10897.323,10895.993,10914.231,10919.779
16520.146484375,16828.656,16923.8,17077.05,17108.555,17046.656,17149.137,17165.254
3665.570068359375,3711.476,3730.3452,3773.2605,3790.8228,3780.9011,3793.4624,3786.8286
12615.05078125,12486.331,13288.194,13320.424,13277.554,14007.694,13872.978,14535.007
9787.2490234375,9745.926,9816.22,9906.325,9968.065,10120.337,9961.2705,10146.554
11478.095703125,11421.85,11421.238,11441.381,11652.175,11719.254,11528.403,11821.013
16541.923828125,16869.75,16930.094,17230.004,17304.973,17354.877,17383.451,17387.182
29891.734375,30683.36,30625.129,31601.75,31788.41,32125.404,32081.27,32239.953
24675.0234375,25060.629,25120.266,25472.322,25565.445,25537.557,25616.02,25555.398
16555.24609375,16882.012,16942.654,17241.326,17317.223,17366.268,17394.592,17398.75
4934.3369140625,4920.2026,5109.327,5128.989,5275.4746,5466.1567,5394.9624,5298.249
10810.8662109375,10882.225,10849.596,10932.608,10947.432,10943.494,10950.973,10953.701
11500.220703125,11558.199,11574.025,11642.941,11653.846,11625.794,11664.944,11682.181
8114.6552734375,8091.1035,8088.4375,8158.52,8099.005,8123.8027,8121.754,8192.115
11331.072265625,11341.644,11445.735,11380.867,11675.973,11413.105,11789.074,11610.656
12663.8720703125,12646.115,12848.795,12798.08,12710.762,12698.088,12927.49,12758.846
5746.23388671875,5702.081,5762.0264,5792.997,5881.898,5807.9165,5868.124,5790.806
7509.24609375,7428.3335,7550.6606,7369.288,8169.9634,8207.78,7928.7627,8217.876
13155.435546875,13730.488,13860.053,14133.611,14604.402,15104.755,14745.794,14902.319
2498.19091796875,2470.3342,2452.8447,2453.7825,2486.9958,2486.7837,2480.7434,2468.2227
10723.138671875,10750.741,10729.223,10792.544,10778.818,10788.862,10787.676,10807.362
11154.0263671875,11172.075,11148.353,11226.529,11341.938,11397.942,11338.583,11380.422
7755.9091796875,7719.7437,7843.204,7766.6035,7965.993,7756.5454,7921.98,7689.6265
1559.769775390625,1584.0491,1622.1952,1598.6666,1634.58,1599.1448,1620.3677,1565.1238
9305.2763671875,9301.927,9449.411,9358.106,9584.29,9346.151,9504.545,9236.166
9360.1337890625,9353.612,9436.607,9471.403,9469.637,9475.464,9461.032,9529.894
7325.75390625,7365.111,7394.819,7459.494,7422.291,7364.027,7461.7607,7434.414
5929.8583984375,5872.6084,6142.956,5877.6504,6151.199,5960.7,6283.0615,5785.1865
2942.770263671875,2986.6387,3032.1675,3089.9375,3067.6255,3147.149,3118.493,3125.9817
494.61529541015625,509.65027,581.26514,582.0604,568.34174,620.92505,572.7352,544.6096
1760.8865966796875,1761.0742,1931.6829,1957.4879,1987.2692,2068.3896,1910.92,1843.0706
3767.169677734375,3760.4648,3804.319,3768.2944,3850.0093,3954.4492,3903.9932,3976.7776
13756.9580078125,13925.598,14010.198,14050.725,13710.444,13964.59,14202.915,13742.137
5363.0986328125,5530.65,5997.298,5402.2217,5380.186,5634.288,5838.247,5603.9023
851.0948486328125,863.86346,872.3361,874.838,876.2248,871.5531,867.2552,863.2118
25988.42578125,26119.746,27312.842,26758.938,28045.154,28926.81,28415.969,29518.719
11186.1845703125,11259.347,11264.927,11363.408,11434.896,11488.749,11462.993,11461.876
1424.7908935546875,1437.724,1435.0275,1426.774,1394.3119,1406.3634,1431.9402,1416.4009
12261.0634765625,12365.21,12212.802,12298.082,12493.685,12797.334,12721.292,11998.334
11629.7978515625,11682.69,11566.862,11233.708,11592.79,11728.279,11477.757,11027.609
4078.34716796875,4092.3423,4096.035,4157.061,4190.422,4177.886,4203.661,4171.43
1265.8485107421875,1273.6323,1274.3816,1280.0941,1281.6735,1282.1931,1281.4648,1283.3756
11229.54296875,11294.492,11301.174,11377.064,11404.362,11420.645,11423.66,11403.17
8187.68603515625,8165.3423,8190.786,8200.896,8209.47,8170.619,8182.595,8193.54
6768.8125,6793.1787,6804.992,6857.9956,6829.9463,6826.044,6879.423,6832.9375
5004.6005859375,5018.5166,5071.4688,5092.197,5120.099,5098.2905,5108.5845,5109.5117
4402.1865234375,4387.456,4466.298,4461.0117,4494.541,4461.604,4508.164,4523.141
3462.086669921875,3453.1873,3457.1077,3464.1475,3461.5164,3472.406,3468.0254,3476.8818
2258.892578125,2297.2783,2316.4075,2343.6167,2342.4478,2361.177,2355.6658,2352.1394
9964.3251953125,9863.668,9818.538,9952.988,10275.764,9990.999,9991.762,10379.887
15643.375,15919.168,15998.406,16272.199,16207.507,16223.43,16361.6875,16332.298
6446.7578125,6526.089,6560.759,6626.7695,6658.2227,6712.4404,6620.23,6684.226
2294.643798828125,2303.6108,2326.7395,2340.4878,2353.1663,2352.4722,2353.6133,2351.4617
2065.322021484375,2079.7095,2093.4146,2106.2227,2111.7349,2109.618,2123.6309,2122.1606
3006.83642578125,3027.3613,3044.1465,3072.4788,3077.0654,3090.6433,3090.1604,3074.474
1865.1932373046875,1898.7719,1866.111,1900.1302,1903.9729,1902.3191,1866.339,1896.0884
4477.419921875,4455.8716,4314.8184,4337.513,4339.701,4500.046,4375.7446,4531.8574
12129.8984375,11824.172,11953.326,12155.005,11717.798,11798.479,12171.375,12129.358
7982.271484375,7926.2124,8110.7324,7900.6436,8025.615,7940.177,8006.953,7961.4937
3396.821533203125,3414.9229,3530.0664,3538.9583,3640.044,3714.461,3675.2168,3685.3762
7142.26904296875,7153.4937,7160.734,7146.608,7169.1514,7168.335,7183.3105,7161.2456
7317.3681640625,7364.391,7383.348,7441.11,7478.0073,7495.8413,7496.8887,7506.75
2181.71630859375,2191.6858,2194.838,2202.2976,2206.7253,2201.3735,2207.086,2206.2363
9649.681640625,9712.112,9834.896,9753.309,9930.429,9758.383,9853.802,9596.677
3231.19873046875,3275.495,3279.4612,3346.5771,3315.732,3329.849,3363.9883,3358.3196
12058.548828125,12208.07,12275.188,12437.21,12362.387,12356.796,12463.317,12489.877
10218.7802734375,10103.332,10136.797,10331.59,10007.797,10103.93,10376.178,10356.396
16217.1005859375,15872.258,16477.64,16703.941,16640.271,16307.9375,17013.902,17182.615
9309.4560546875,9305.646,9453.199,9361.96,9588.492,9349.902,9508.806,9240.319
8936.79296875,9019.156,9091.317,8937.393,9040.177,9013.379,9167.901,8940.967
26516.744140625,26808.701,26936.285,26944.342,27029.908,26990.084,27142.744,27313.695
7070.802734375,7090.685,7115.846,7140.821,7141.378,7132.6387,7135.8447,7151.5117
8171.046875,8317.008,8240.611,8367.266,8293.144,8322.372,8400.502,8404.336
3366.591064453125,3386.916,3382.6494,3402.3032,3407.318,3375.8914,3398.3945,3404.792
1087.061767578125,1145.39,1096.6602,1080.2023,1116.9629,1132.525,1104.5176,1142.8838
8066.9384765625,8213.684,8095.069,8552.908,8397.927,8395.455,8286.478,8519.672
8573.4658203125,8673.614,8630.425,8765.986,8735.493,8742.29,8751.8,8778.618
7691.505859375,7960.4883,8176.6943,7963.07,8341.08,9160.217,8732.091,9249.691
2371.74951171875,2374.166,2342.0623,2372.0615,2383.4355,2368.3547,2338.7678,2424.5208
980.3515625,991.27747,976.1978,996.5892,998.07697,1000.8083,999.2778,1003.96564
8751.556640625,8776.287,8959.153,9087.609,9204.79,9272.867,9309.17,9300.32
15914.265625,15717.451,16545.38,16456.252,16767.473,16755.973,16928.492,17252.412
