V1,V2,V3,V4,V5,V6
10070.791015625,10388.26,10843.878,11080.757,11057.59,11207.965
3234.274169921875,3181.5132,3272.2004,3256.6384,3295.8486,3249.7156
12417.37109375,13078.436,13650.377,14135.395,14691.05,15131.422
3349.17041015625,3477.4128,3622.1682,3727.4436,3806.2166,3826.502
3103.1416015625,3283.4617,3478.2065,3662.909,3897.292,3949.7573
3380.915283203125,3521.8086,3680.691,3782.2114,3897.4067,3936.0693
5316.7119140625,5564.601,5872.807,6086.351,6096.5967,6124.0293
3077.81005859375,3147.8774,3223.5806,3290.5789,3295.934,3298.5962
9070.771484375,8785.579,8789.527,9113.25,9207.422,8935.46
11827.224609375,12270.01,12671.779,13057.841,13362.874,13533.926
3026.8681640625,3149.502,3285.769,3396.9768,3435.8232,3445.8953
7142.0859375,7216.795,7383.824,7433.243,7572.6167,7673.5605
10049.51953125,10449.965,10945.744,11310.918,11359.093,11385.459
15745.580078125,16521.232,17554.625,18376.773,18236.027,18482.75
13665.18359375,14124.738,14730.584,15104.922,15630.414,15817.271
3399.07861328125,3481.3862,3596.2166,3680.876,3681.5737,3687.6667
8663.78125,9028.864,9489.809,9907.113,10054.908,10123.977
6527.7080078125,6780.8477,7044.66,7278.172,7324.853,7329.102
3145.1845703125,3277.7761,3425.4224,3551.6365,3770.7197,3791.8472
2096.798828125,2085.1743,2115.4517,2140.2778,2218.1628,2120.466
18586.240234375,19030.078,19493.055,19822.934,20128.342,20451.328
3275.642333984375,3389.8132,3510.9907,3544.475,3685.2722,3776.8757
3580.04248046875,3617.1636,3635.9346,3641.047,3624.9082,3654.8108
1090.1676025390625,1108.6593,1115.3248,1132.124,1143.6886,1138.9668
4058.8056640625,4262.5566,4492.294,4535.881,4822.2915,5000.2456
1604.167236328125,1667.345,1757.7203,1841.9384,1822.008,1860.3434
1972.205078125,1977.9171,2009.928,2017.6736,2027.1873,2016.7042
4141.953125,4221.949,4382.4927,4477.8296,4486.2607,4516.907
8811.525390625,9032.57,9364.65,9707.432,9862.407,9933.021
2243.86328125,2309.242,2401.7373,2371.0713,2480.701,2506.926
11677.7626953125,11967.897,12291.736,12523.293,12696.983,12737.691
2024.048095703125,2053.4429,2087.3528,2107.91,2137.583,2147.7898
1317.4443359375,1319.293,1306.0806,1320.3975,1327.6512,1301.0573
2050.671142578125,2064.0767,2077.3745,2079.4834,2097.0957,2106.7249
4600.2939453125,4631.584,4667.9053,4683.879,4724.5537,4744.08
2216.69140625,2218.0613,2214.1697,2218.979,2222.0166,2212.0498
10042.537109375,10192.223,10359.176,10440.664,10619.235,10694.666
6708.7724609375,6634.641,6863.9673,7466.3926,6746.703,6384.1377
4252.9365234375,4290.8276,4444.186,4663.2,4703.0415,4639.4746
5132.32421875,5031.7676,4991.175,5071.855,5185.479,5074.971
11071.142578125,10981.181,10764.136,10880.529,11200.03,10749.569
8930.875,9068.708,9058.872,9313.518,9742.036,9028.169
12144.1943359375,12358.436,12501.971,12880.4,13158.762,12522.83
10058.51171875,10146.558,10226.958,10722.437,10760.137,10243.995
3247.646728515625,3311.7551,3304.6638,3384.529,3422.7683,3196.4736
5715.31982421875,5699.829,5716.955,5965.7637,5798.1875,5428.654
6923.13818359375,6847.9536,6771.643,6818.9844,6985.4805,6820.6387
4419.57177734375,4295.0024,4527.538,4504.1616,4699.3047,4290.3076
4984.3955078125,4811.9443,4584.539,4767.1714,4728.6133,4477.99
7850.212890625,7861.56,7885.0625,8471.045,8197.306,7883.062
5894.7392578125,6043.6465,6405.756,6028.057,5985.274,5955.662
10983.8720703125,10946.235,10717.101,10882.191,11161.979,10668.902
2944.28515625,2886.4492,3117.5042,3370.3088,3559.4805,3051.1218
4685.16162109375,4405.0674,4509.376,4764.2393,4944.17,4585.5083
3238.884521484375,3182.415,3210.397,3267.527,3390.4976,3202.8594
8974.4443359375,9116.025,9106.963,9363.116,9791.023,9075.566
7484.32958984375,7499.2637,7777.902,7784.669,8154.1562,7529.9976
3032.154052734375,3084.808,3065.811,3037.854,3129.25,3063.4062
4790.5634765625,4557.1533,4729.239,5000.2373,5082.602,4952.1846
4426.0771484375,4299.8657,4527.2544,4503.9062,4697.4946,4288.9165
4991.74609375,5533.5146,5310.5244,5677.9297,6292.76,5768.839
2943.164794921875,2919.6738,2950.031,3014.9365,2955.2444,2982.8896
7724.03173828125,7676.7915,7769.3335,7751.613,7757.3496,7753.837
4737.2275390625,4445.721,4307.3604,4446.6743,4687.63,4313.6284
2956.982421875,2898.834,2905.1226,2900.2874,2986.4507,2858.8015
7409.27392578125,7777.7163,7871.308,9517.204,7510.6094,8834.75
1451.8704833984375,1430.3845,1398.2719,1413.3605,1442.242,1386.3696
8218.720703125,8522.347,8867.018,9128.092,9207.448,9217.619
11690.5947265625,11759.143,11730.534,11715.702,11740.456,11729.348
1467.4766845703125,1485.3607,1499.8403,1546.8712,1584.1426,1499.9874
10199.759765625,9523.098,10408.316,10889.706,10182.727,9588.65
7089.001953125,6825.8003,6541.023,6531.955,6691.004,6394.257
10524.470703125,10808.098,10759.277,10384.012,10961.58,10313.564
1152.489013671875,1151.8528,1141.6665,1159.8632,1214.1046,1135.2991
9848.9375,9739.666,9570.617,9734.904,10033.212,9554.057
3853.007568359375,3810.308,4264.028,4491.511,4690.2827,4207.299
4131.466796875,4127.2646,4144.9766,4240.372,4293.6904,4065.5688
5095.9345703125,5089.0835,5425.702,5329.0527,5362.052,5428.467
1150.4150390625,1141.9209,1123.9563,1144.3574,1174.3928,1118.4263
4702.345703125,4710.626,4741.779,4886.0254,4719.712,5048.499
6381.5029296875,6431.1133,6455.082,6500.717,6491.332,6479.361
9801.982421875,9725.965,9577.202,9749.278,9996.145,9548.893
7532.74560546875,7466.9365,7665.866,7545.825,7614.2534,7571.172
7529.7529296875,7581.8545,7681.905,7656.6978,7867.75,7881.429
7297.6259765625,7414.073,7598.7285,7557.197,7436.2114,7641.6753
3813.59521484375,3843.4607,3825.1108,3816.5906,3867.3718,3814.034
3515.201171875,3504.9001,3628.294,3580.1655,3840.3271,3381.1943
3908.28759765625,4161.2983,4484.051,4626.544,4990.533,5144.8486
7125.2705078125,7670.2534,8248.056,8616.84,9037.74,9236.816
2645.3759765625,2676.5325,2676.29,2668.3562,2665.7322,2713.2703
4021.11572265625,4061.295,4056.9407,4080.3503,4063.2974,4084.4338
19436.109375,20243.293,21186.777,21837.594,22440.068,22621.955
14930.541015625,15712.454,16502.318,16637.55,17850.846,18572.746
9467.7421875,9885.703,10136.648,10161.359,10011.035,10550.24
9042.171875,9502.779,10014.79,10420.966,10580.11,10620.604
6270.9775390625,6297.1094,6574.34,6768.37,6632.544,6802.7637
17098.9609375,17695.33,18387.139,18830.51,18883.729,18901.176
4131.5869140625,4344.079,4551.7705,4650.448,4925.0083,5000.5137
3263.39697265625,3459.3733,3690.1707,3884.5583,3967.7012,3991.9246
12396.5673828125,13023.821,13778.009,14244.22,14771.382,14927.857
11623.87109375,12252.09,12961.453,13569.808,13887.256,13972.797
10236.2431640625,10267.186,10316.502,10331.444,10393.197,10420.2705
9571.60546875,9634.93,9700.4375,9680.518,9788.452,9777.266
9789.033203125,9792.185,9746.319,9863.163,9765.623,9827.086
8204.7314453125,8367.501,8388.753,8489.173,8687.799,8339.752
4475.130859375,4574.378,4706.0444,4836.9336,4972.261,4899.311
7266.87744140625,7326.372,7445.904,7508.8135,7542.534,7560.9277
10282.6572265625,10685.733,11229.547,11592.885,11842.637,11910.355
3668.41796875,3770.4568,3887.416,3935.3203,4071.1213,4143.5044
1992.868896484375,1997.6443,1968.0928,2047.7289,1983.6016,1999.8011
7343.27099609375,7506.9863,7611.835,7638.7046,7677.1855,7777.9316
3250.84375,3370.12,3509.9695,3565.5862,3719.3494,3809.6484
4282.169921875,4343.531,4444.145,4411.7295,4541.564,4601.539
1086.44580078125,1105.1942,1112.6227,1129.4639,1141.4509,1136.0712
3174.099853515625,3143.391,3187.407,3203.697,3125.7327,3150.8826
2276.572509765625,2283.9438,2312.5854,2294.7563,2310.29,2336.651
12446.4404296875,12901.696,13412.661,13649.738,14152.247,14331.422
6812.9453125,6817.19,6716.934,6831.8213,6891.882,6815.966
2626.344970703125,2682.0518,2749.6702,2796.365,2799.8196,2799.9214
2005.3692626953125,2047.2693,2079.4556,2072.6333,2102.1511,2142.5947
10494.7373046875,10768.556,11154.303,11291.445,11603.842,11730.935
4377.7978515625,4405.342,4484.0117,4525.116,4536.379,4525.334
9843.4990234375,10088.614,10306.807,10631.725,10722.291,10756.148
13377.7705078125,13953.335,14654.173,15029.851,15630.175,15845.775
7043.853515625,7193.486,7411.9277,7642.616,7591.839,7637.8003
1691.570068359375,1749.8959,1826.729,1871.7339,1938.9727,1960.4246
2297.902587890625,2398.2786,2512.8547,2579.1277,2676.93,2711.6914
8014.79296875,7926.244,7991.374,8011.373,8010.1353,7870.917
4909.267578125,5198.179,5519.7256,5387.6553,5721.3916,5772.328
3443.298828125,3438.1292,3321.3796,3505.258,3706.3599,3366.5752
1969.27490234375,2031.9299,2094.7454,2148.5825,2171.2053,2175.1028
966.9171752929688,962.6771,977.535,997.41296,1002.4321,974.1193
2668.728759765625,2743.9639,2829.0786,2845.1055,2960.9062,3037.3584
2333.139404296875,2436.2134,2575.042,2644.1533,2641.8413,2670.2231
7502.853515625,7042.584,7587.1055,7687.538,8132.4727,7732.372
4781.6669921875,4963.5786,5181.1167,5312.748,5322.206,5321.8853
8218.4501953125,8389.999,8585.161,8638.945,8927.361,9028.0
8636.1416015625,8805.709,9057.243,9214.982,9283.531,9300.282
3667.97705078125,3769.5796,3886.3823,3934.6987,4069.041,4140.4033
11022.5498046875,11412.248,11881.74,12174.092,12473.807,12602.58
4184.533203125,4465.923,4777.6216,5016.334,5157.622,5186.6123
3136.953857421875,3195.7725,3263.0537,3292.8535,3363.626,3412.6045
7370.4892578125,7366.4126,7120.1743,7379.409,7661.852,6930.305
4031.67236328125,4084.7537,4147.8643,4189.272,4195.6763,4202.1455
1130.794921875,1133.9442,1131.4569,1129.567,1127.8545,1125.208
10497.6142578125,10775.279,11160.443,11306.308,11614.466,11740.942
8277.33984375,8001.2456,8273.515,8188.843,8258.647,7864.352
6967.0625,7054.617,7249.9854,7238.526,7312.6514,7344.545
9172.4296875,9244.607,9557.903,9689.725,9491.641,9687.268
8165.28076171875,8271.113,8347.892,8357.531,8220.461,8301.623
1085.9083251953125,1106.9849,1123.0823,1137.0756,1150.8168,1156.2494
4503.86474609375,4525.181,4537.755,4568.2744,4571.076,4585.207
1701.577392578125,1682.4077,1712.5181,1712.8634,1716.6375,1691.4082
7248.181640625,7161.5703,7228.2197,7230.839,7375.339,7144.868
3323.96728515625,3408.446,3508.635,3604.3167,3627.397,3645.6772
2409.11474609375,2404.8457,2388.1284,2406.1626,2385.4746,2403.7598
3750.29345703125,3849.5698,3997.1497,3929.269,3884.0288,4163.0366
4013.657470703125,4039.3755,4200.741,4223.355,4072.6914,4285.464
4779.9833984375,4795.2305,4803.2705,4820.062,4840.583,4840.55
1456.39306640625,1465.2781,1405.2565,1414.6338,1426.178,1406.5619
2032.965087890625,2026.4778,2049.653,2085.8855,2068.3992,2088.182
1697.181640625,1677.8029,1708.0892,1709.4803,1712.5885,1687.0709
1999.744384765625,1987.8391,1928.6177,2009.2968,2028.5797,1892.7686
1696.0648193359375,1673.6869,1672.6077,1745.504,1745.873,1649.2703
8297.38671875,8327.281,8275.712,8253.279,8168.8755,8180.6416
2633.53515625,2649.6265,2613.6433,2671.058,2710.0198,2653.0513
3378.447509765625,3439.611,3549.3816,3426.5442,3572.5254,3519.9512
4076.593017578125,4111.744,4172.374,4190.227,4227.541,4236.2734
8814.951171875,9012.774,9074.572,9136.185,9126.342,9288.716
5053.78369140625,5099.9424,5198.5083,5146.3403,5257.024,5295.0312
1730.1279296875,1779.4802,1801.0166,1804.8948,1815.7545,1852.5594
1510.7369384765625,1540.6658,1557.145,1566.6183,1572.8806,1573.4965
1427.84326171875,1428.0594,1415.9742,1426.6204,1429.7727,1430.8983
1149.2435302734375,1154.2085,1177.0007,1178.8088,1185.2607,1170.9705
6194.208984375,6398.7964,6758.571,6809.86,7095.3276,7249.941
3755.933349609375,3853.7961,3855.4055,3835.8457,3962.9585,3978.3916
10063.4482421875,10418.408,10871.622,11118.352,11410.105,11519.925
6017.46337890625,5891.677,5816.4375,5871.169,5939.4883,5748.483
12420.919921875,12703.413,13139.287,13236.576,13609.6045,13753.574
6457.50146484375,6580.6074,6769.5366,6820.0615,6968.762,6948.2334
4126.87646484375,4103.5913,4099.5176,4117.22,4141.053,4079.8901
8090.54345703125,8252.853,8676.9375,8872.713,9147.945,9300.004
8682.6611328125,8890.077,9141.439,9289.508,9319.997,9324.576
956.8712158203125,944.835,952.26355,957.38416,958.3688,935.95355
7898.3173828125,8065.992,8237.648,8392.883,8439.509,8444.542
6051.2470703125,6154.84,6275.879,6348.4473,6376.165,6374.2676
4121.6943359375,4239.618,4374.0317,4443.656,4579.122,4636.399
4341.64404296875,4458.8584,4637.5483,4494.961,4722.745,4749.1777
1490.2562255859375,1541.5424,1490.0906,1507.6511,1413.0212,1479.7186
2361.42529296875,2342.5833,2347.7148,2359.249,2386.7747,2370.1194
2934.296630859375,2953.5803,2945.5957,2954.3245,2941.7588,2960.3542
4959.384765625,5048.6787,5175.111,5292.4795,5236.565,5318.4253
12735.28515625,12879.982,13174.305,13267.531,13338.811,13356.38
1969.7152099609375,1990.1522,2009.4305,2009.5101,2021.5428,2010.9064
5171.068359375,5199.189,5254.651,5219.9814,5264.425,5287.5967
2441.528076171875,2469.8818,2507.965,2534.7344,2569.9307,2567.0952
2219.779541015625,2243.5898,2258.686,2279.679,2286.4883,2283.7095
3595.997802734375,3642.6099,3664.7454,3657.9873,3663.6287,3702.167
1621.9854736328125,1681.5481,1620.9805,1641.1089,1535.7268,1607.0444
1182.1788330078125,1181.8942,1208.0315,1197.0276,1217.7003,1200.6882
1433.786376953125,1447.8098,1437.9785,1467.0295,1495.5599,1459.2201
12300.896484375,12410.651,12728.324,12639.793,12889.177,12889.025
1812.22607421875,1845.1628,1880.7678,1885.719,1942.0697,1957.8539
2668.52685546875,2655.5356,2747.56,2758.052,2771.1895,2723.8352
1556.11181640625,1572.3853,1590.4862,1588.883,1609.743,1625.183
5983.78759765625,6022.4473,6082.7344,6100.0767,6096.0366,6114.8086
1046.4276123046875,1023.3082,1006.6475,1016.3719,1025.9575,991.85583
7553.67431640625,7535.2124,7528.1797,7608.952,7624.4956,7519.7876
5432.35986328125,5575.8525,5777.7896,5888.33,6089.5273,6155.5527
4416.60791015625,4517.442,4677.6943,4699.67,4923.8115,5012.7383
1534.572265625,1568.0387,1597.7303,1613.9939,1643.9319,1667.4867
1334.929443359375,1344.5856,1355.5521,1361.5092,1372.1554,1376.2522
2671.45703125,2717.6587,2768.5933,2788.5203,2850.3281,2881.2883
2295.42626953125,2368.9072,2453.365,2506.309,2574.3535,2596.2107
20398.0625,21448.977,22567.482,23426.287,23769.191,23814.838
11579.1328125,12265.274,13051.48,13874.681,14042.802,14049.084
19103.498046875,20057.084,21091.592,21659.66,22762.129,23327.89
1921.3837890625,1981.0852,1891.9746,2012.2058,2086.0806,2101.0337
3703.482421875,3841.2808,4019.771,4095.2017,4241.889,4291.191
8708.625,9131.075,9595.764,9930.1,10171.561,10222.176
6258.890625,6753.254,7355.9556,7729.1245,8303.165,8550.211
6300.3857421875,6294.696,6542.919,6589.948,6842.475,7064.7744
2476.781005859375,2572.1675,2670.5796,2734.9736,2837.968,2868.3704
3841.012939453125,4021.1257,4237.8467,4358.0522,4578.425,4665.248
1887.341552734375,1961.6261,2026.0215,2087.2368,2235.664,2233.2202
10630.412109375,10897.142,11198.336,11394.838,11410.882,11436.547
4694.171875,4956.389,5293.455,5561.598,5678.093,5741.1035
3293.87890625,3498.6248,3730.9058,3920.5005,4036.3853,4064.4038
2597.23291015625,2691.2598,2799.3801,2887.7605,2891.246,2893.149
14294.416015625,15254.9,16355.246,17431.496,17566.055,17629.658
19694.498046875,20591.355,21573.693,22090.883,23169.967,23770.945
4304.69677734375,4429.5547,4574.211,4664.869,4675.316,4688.5664
5256.5341796875,5472.7256,5683.4453,5866.118,5946.5776,5962.6367
10222.9013671875,10751.555,11245.73,11727.771,12074.256,12124.379
8438.244140625,8766.722,9296.234,9664.098,9548.084,9753.622
10445.365234375,10766.711,11137.881,11506.413,11775.666,11883.041
2060.373046875,2126.904,2205.5425,2270.3984,2325.2288,2348.314
6042.0615234375,6337.6577,6706.4297,6943.646,6960.6206,7002.7583
8962.0224609375,9207.115,9489.898,9769.01,9814.291,9867.804
3516.05859375,3731.6304,3983.188,4212.7896,4264.98,4286.478
10174.1982421875,10651.178,11146.757,11597.215,11647.911,11722.061
3732.73486328125,3884.897,4088.7158,4209.9756,4452.945,4547.7007
11344.8583984375,12292.232,13509.68,14466.006,15868.209,16238.77
2265.44384765625,2386.4785,2569.9814,2715.1821,2738.288,2757.4062
15593.39453125,16025.968,16489.854,16573.5,17206.312,17574.44
706.18701171875,751.64,436.7766,772.73425,994.4845,274.7727
2243.83056640625,2401.4507,2589.2656,2743.871,2841.9111,2870.6572
