V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
5119.0205078125,5198.0337,5151.504,5171.295,5161.41,5144.8003,5208.2407,5181.864,5252.736,5195.0894,5174.709,5247.698,5240.5444,5311.426
5518.849609375,5521.9287,5524.847,5520.961,5536.7817,5533.5854,5511.7383,5510.591,5519.8184,5514.8613,5534.1436,5526.287,5493.351,5495.879
3947.219482421875,3951.841,3959.4097,3939.7004,3955.6125,3942.7266,3957.3584,3945.516,3977.2708,3966.6873,3979.521,3965.4355,3979.6907,3986.6357
3963.9375,3955.182,3940.6946,3941.4612,3965.9634,3958.6035,3984.8655,3948.7537,3959.6548,3952.766,3990.0989,3959.5845,3976.366,3979.961
2518.037841796875,2524.1833,2524.075,2523.7559,2523.0137,2528.8157,2529.0515,2531.2026,2531.9192,2531.5493,2530.9348,2533.245,2530.6018,2540.0154
1917.1981201171875,1922.7563,1918.8676,1919.0055,1920.9612,1919.3157,1921.4637,1921.0231,1925.7892,1920.9596,1921.1909,1925.6583,1922.6721,1933.1309
1018.5433349609375,1024.0449,1022.6617,1021.0982,1018.7565,1021.064,1023.0367,1021.876,1024.3215,1022.3674,1021.04407,1023.21027,1023.2795,1027.306
1669.0335693359375,1665.9629,1666.8987,1666.1674,1665.7589,1662.1487,1673.3165,1668.6239,1668.4445,1667.6383,1673.1738,1666.0485,1671.3715,1672.2009
1632.8524169921875,1636.6254,1632.7463,1639.7161,1635.9125,1632.8099,1638.1057,1635.3546,1639.9934,1635.902,1634.4059,1633.2938,1638.5837,1635.1947
1804.2322998046875,1805.9523,1807.973,1806.1395,1808.7446,1807.5452,1809.8844,1804.9424,1804.3352,1801.0868,1811.1803,1804.6028,1810.174,1808.7906
1937.8807373046875,1938.7552,1940.2472,1939.5759,1941.5844,1941.7217,1943.0312,1938.8247,1938.6403,1939.5118,1940.581,1940.3346,1939.1945,1938.8988
3193.1279296875,3205.3691,3207.2002,3217.0315,3210.235,3211.782,3229.2412,3232.4265,3250.5867,3247.4385,3209.4788,3216.2607,3255.8745,3246.9846
9902.4130859375,9961.168,9945.984,9919.041,9899.792,9935.764,9944.927,9936.407,9953.459,9942.948,9915.543,9955.333,9968.91,10020.948
2496.45458984375,2497.7961,2507.6528,2499.8855,2499.8264,2504.2573,2506.0496,2501.402,2498.8833,2487.7842,2501.2263,2495.3892,2508.8435,2507.3086
1557.0162353515625,1560.5992,1560.9629,1561.1455,1561.5786,1563.9014,1561.2417,1566.0773,1566.2429,1564.7063,1566.1658,1567.2913,1565.3109,1570.4252
1107.8953857421875,1106.8469,1117.2388,1116.202,1113.8125,1104.6467,1109.3181,1109.9266,1111.829,1105.2338,1110.2802,1112.8599,1125.8363,1123.4133
2946.259033203125,2951.9465,2952.5164,2954.549,2948.1443,2956.8904,2954.6736,2964.5596,2974.226,2960.9192,2971.8428,2972.9712,2970.329,2983.7698
1728.625,1730.7883,1729.7982,1731.5951,1729.031,1729.2207,1729.8516,1730.2894,1730.5725,1729.9797,1728.5292,1731.5038,1731.9149,1733.5364
6314.68603515625,6333.4595,6307.071,6295.909,6325.793,6336.6924,6361.291,6480.16,6530.56,6310.051,6450.662,6453.7866,6521.0312,6574.0493
7069.0068359375,7122.1865,7189.102,7207.39,7082.5005,7094.902,7106.715,7148.9263,7159.1226,7123.8647,7158.055,7168.0884,7221.5273,7249.653
2184.4169921875,2184.48,2187.8503,2193.6304,2193.9146,2198.4895,2194.6245,2185.0122,2183.958,2212.488,2194.8464,2187.1934,2201.891,2182.9775
2278.23291015625,2278.9763,2281.3586,2289.9192,2291.8516,2292.63,2291.8901,2278.9004,2276.4988,2317.895,2290.6135,2279.6384,2296.6777,2275.514
2068.195068359375,2069.2659,2071.7715,2071.9878,2073.9023,2077.0432,2076.614,2068.775,2070.2427,2087.3281,2079.8975,2071.8547,2079.72,2068.2827
2077.611328125,2079.4424,2081.6245,2081.6714,2083.8452,2085.1365,2086.9387,2078.282,2080.2212,2095.2239,2090.8926,2081.887,2089.597,2078.621
2079.6259765625,2079.5642,2082.6301,2084.47,2085.6494,2091.58,2087.4531,2080.507,2080.6528,2100.2688,2088.761,2083.092,2092.375,2078.7832
2095.138671875,2097.7207,2099.5203,2100.0864,2101.9158,2102.6543,2105.3809,2095.8374,2097.6838,2110.962,2109.1294,2100.219,2107.9656,2096.977
2337.595458984375,2338.701,2336.0989,2346.9883,2353.7124,2345.7979,2355.2446,2337.72,2330.8948,2382.6274,2347.1895,2333.8396,2346.3904,2329.275
2168.7412109375,2171.2424,2172.4158,2173.9036,2174.684,2175.4417,2178.2434,2168.727,2169.1746,2180.0,2180.7153,2172.943,2182.235,2170.1973
2142.92333984375,2145.6003,2146.6174,2148.0078,2149.2727,2149.6267,2152.6191,2142.885,2143.505,2154.6846,2155.3948,2147.2942,2156.0718,2144.3389
2069.511962890625,2069.9082,2072.8218,2073.7441,2075.2139,2080.319,2077.512,2070.4417,2071.329,2089.7612,2079.6467,2073.1094,2081.5894,2069.1113
2118.71484375,2121.3564,2122.7285,2123.9282,2125.296,2125.6948,2128.4429,2119.1348,2119.9473,2132.486,2131.9878,2123.46,2131.0293,2120.3025
1904.6705322265625,1905.0773,1903.1312,1909.4707,1911.215,1904.3406,1917.7635,1904.4391,1896.1436,1937.0586,1905.6239,1896.4738,1906.4492,1899.1226
9799.42578125,9792.833,9792.781,9797.762,9801.887,9808.095,9799.907,9802.805,9790.937,9805.205,9792.008,9801.418,9808.652,9792.425
928.3526000976562,927.8809,926.9677,931.41974,929.08405,928.49115,929.02747,926.00507,923.36633,933.1905,929.48804,924.9944,926.6876,925.37933
12030.0673828125,12023.634,12060.237,12036.238,12041.572,12086.13,12070.37,12051.417,12051.692,12074.331,12064.515,12054.759,12048.484,12078.98
1630.287353515625,1629.6095,1634.7516,1630.9078,1631.9286,1639.0256,1635.1006,1632.991,1633.687,1636.2211,1635.4668,1634.043,1633.2932,1637.8096
7157.8310546875,7176.845,7190.3667,7154.324,7197.865,7124.887,7174.208,7135.4385,7155.049,7173.531,7180.4766,7156.977,7197.33,7230.9175
9203.9716796875,9175.86,9272.611,9227.072,9222.295,9195.007,9250.237,9233.014,9236.47,9218.046,9245.14,9235.901,9221.117,9231.925
11051.455078125,11063.598,11041.686,11089.736,11025.846,11015.118,11000.787,11017.908,11020.657,11066.124,10997.195,11079.381,11045.576,11030.687
966.9219360351562,968.81396,967.4525,970.44086,967.687,967.2178,967.4901,968.10614,968.75854,968.35443,966.49646,971.2238,969.56036,972.3777
959.2103881835938,960.88385,959.3968,962.7305,959.9588,959.3548,959.96094,960.5199,960.9927,960.61237,958.6963,963.17645,962.2089,964.6471
1314.5133056640625,1313.0413,1314.3204,1314.03,1315.67,1317.0063,1313.3376,1314.1632,1314.6073,1316.4211,1315.1179,1314.2687,1309.9213,1311.4935
1260.689208984375,1259.7119,1260.5492,1260.7015,1261.854,1263.4374,1259.5746,1261.3275,1261.1127,1263.5076,1260.9166,1260.8182,1256.9048,1258.176
1332.96728515625,1331.3561,1332.8141,1332.355,1334.1267,1335.3824,1331.8228,1332.272,1332.9951,1334.5684,1333.8077,1332.6376,1328.1436,1329.855
9252.50390625,9269.733,9282.401,9283.554,9285.464,9282.185,9289.396,9289.48,9326.957,9297.288,9301.562,9335.14,9312.243,9368.562
6943.13818359375,6957.8184,6974.3315,6967.4814,6972.792,6966.519,6980.0884,6968.4736,6998.7144,6970.8247,6975.4834,7003.3896,6994.702,7029.1357
7458.16162109375,7473.2515,7488.7944,7484.036,7488.537,7483.017,7495.083,7486.2144,7517.967,7489.738,7494.128,7523.4,7511.242,7550.5083
6414.96484375,6401.5244,6403.947,6408.476,6403.872,6417.436,6420.7104,6417.648,6408.607,6417.1074,6395.991,6412.391,6419.891,6390.327
8438.1474609375,8363.854,8377.175,8353.816,8498.989,8425.252,8500.084,8390.992,8430.728,8391.129,8434.329,8412.666,8451.821,8459.556
7365.7275390625,7350.296,7353.075,7358.2773,7352.9927,7368.5654,7372.327,7368.8115,7358.434,7368.1885,7343.9443,7362.7744,7371.386,7337.4424
1320.1689453125,1319.3339,1320.5123,1320.5868,1319.7937,1321.1859,1321.728,1320.0354,1320.2505,1321.2827,1321.1578,1320.5382,1318.6028,1321.0925
8928.728515625,8961.123,8974.358,9020.168,9022.156,9018.282,9021.513,9045.09,9076.819,9149.933,9058.536,9028.92,9086.058,9031.662
8871.8974609375,8904.144,8917.258,8962.789,8964.766,8960.907,8964.151,8987.571,9019.072,9091.722,9000.939,8971.488,9028.269,8974.247
5236.80029296875,5245.6826,5252.9087,5246.9287,5248.777,5249.8438,5258.451,5252.8154,5264.1074,5245.307,5250.1553,5264.5815,5264.4517,5268.9277
6946.234375,6957.655,6965.0005,6960.9443,6962.1704,6964.117,6969.3076,6969.631,6982.736,6960.9062,6966.997,6986.022,6981.5835,6990.921
5619.8681640625,5629.293,5636.4985,5631.0156,5632.7114,5633.9893,5641.842,5637.5205,5649.155,5629.6655,5634.805,5650.2617,5649.124,5654.6616
9394.716796875,9388.088,9387.925,9392.755,9396.563,9402.937,9395.625,9397.713,9386.243,9399.685,9387.42,9396.3955,9403.428,9387.532
1105.59765625,1104.9846,1105.0521,1105.6272,1106.1819,1106.6842,1105.4772,1106.1053,1104.804,1106.6052,1104.8695,1105.9553,1106.7904,1105.0402
625.144287109375,630.2415,630.70325,633.39575,625.83484,635.4719,634.7496,637.4802,644.3352,644.99207,640.26117,636.63464,641.0879,641.30927
960.105224609375,959.47046,960.7038,959.69073,960.215,960.9432,961.2126,959.31586,960.912,961.68994,961.7084,960.4306,959.8263,961.8984
10690.2822265625,10685.924,10691.71,10690.671,10687.965,10704.724,10689.957,10688.261,10672.645,10700.884,10690.75,10688.58,10686.792,10692.163
1693.9058837890625,1691.0416,1689.0045,1693.1926,1693.2253,1696.7134,1695.903,1694.6053,1692.894,1697.199,1691.5449,1694.5975,1697.2021,1690.1414
10802.3203125,10783.245,10672.329,10774.381,10780.209,10864.869,10737.558,10828.869,10563.022,10661.324,10756.898,10812.011,10514.436,10707.733
6054.2099609375,6065.098,6000.715,6047.3335,6067.4165,6035.091,6036.606,6032.6514,5963.7354,6044.6333,6060.1245,5999.085,5997.395,6023.699
10499.60546875,10487.196,10483.911,10500.602,10502.214,10522.402,10507.281,10506.025,10469.2705,10517.397,10478.995,10499.996,10496.224,10468.341
10931.0556640625,10914.289,10940.004,10935.386,10921.282,10968.502,10923.7295,10933.082,10983.038,10964.559,10982.983,10968.41,10988.382,10956.836
8112.60302734375,8052.779,8155.942,8072.4014,8158.0044,8187.7783,8175.5405,8238.277,8327.67,8157.968,8260.593,8221.969,8271.969,8342.218
801.7598876953125,789.29834,764.15857,757.38806,691.353,785.09283,776.5281,832.0978,876.85156,751.4563,868.4238,752.5936,855.942,895.1278
7793.220703125,7949.461,7853.734,7931.072,7950.042,7830.226,7857.331,7717.328,7772.361,7811.8706,7948.2085,8085.787,7896.5654,7935.542
2733.635498046875,2751.3613,2685.3455,2746.8623,2706.4067,2809.0215,2763.0708,2849.0608,2840.6436,2762.623,2746.9028,2900.2437,2870.2812,2836.5981
2776.160400390625,2667.7432,3044.0547,2793.2383,2772.095,2625.3438,2990.379,2738.8132,2927.2664,2752.8105,3013.9614,2972.2573,3201.8435,3308.4927
2719.95751953125,2817.4985,2985.5935,2829.3733,2770.7925,2819.4792,2783.2046,2991.352,3027.5981,2793.0415,2939.6357,3080.544,3025.415,2829.5967
7214.57275390625,7221.9385,7244.5693,7253.719,7265.4326,7261.772,7239.301,7247.4497,7312.9463,7286.5464,7272.071,7291.0835,7289.0327,7369.1826
4611.28173828125,4586.738,4644.0967,4631.2026,4634.9307,4653.0845,4654.604,4695.1055,4781.634,4634.2593,4721.0254,4708.573,4772.413,4800.9004
1164.0634765625,1163.0182,1166.0219,1164.1453,1166.6985,1165.8597,1168.2666,1166.3259,1165.2754,1165.116,1166.3104,1165.0815,1168.2803,1166.7935
1268.494873046875,1267.5555,1269.8911,1268.7361,1271.4368,1270.0502,1272.9127,1270.5704,1269.0101,1270.287,1271.4213,1269.5988,1272.3141,1270.887
1245.24072265625,1244.263,1246.7495,1245.446,1248.1233,1246.8418,1249.6477,1247.387,1245.9198,1246.7455,1248.0061,1246.3195,1249.1342,1247.7094
6534.9169921875,6531.539,6542.689,6542.062,6534.873,6541.6064,6543.8833,6528.988,6525.3125,6554.982,6549.4062,6533.8906,6547.712,6549.362
8193.5263671875,8189.2534,8204.513,8203.901,8193.486,8203.68,8206.415,8187.3506,8182.074,8219.554,8212.79,8193.159,8210.795,8211.51
354.6852722167969,354.76834,354.33145,355.53064,354.37253,355.48422,354.60168,356.305,357.1871,355.34326,356.5799,355.8095,357.36792,358.25436
582.8168334960938,578.9029,581.51306,581.5496,583.5769,583.1171,587.6645,582.80493,580.7063,577.8205,586.2522,580.60406,585.4971,585.3346
12371.3251953125,12410.902,12445.988,12390.819,12444.109,12424.445,12391.216,12344.006,12403.758,12294.121,12407.193,12416.969,12444.513,12420.75
10032.1962890625,10019.73,10046.766,10064.653,10141.188,10105.432,10144.401,10081.651,10067.274,10096.597,10201.327,10147.465,10179.775,10151.48
1516.8592529296875,1516.3772,1517.4408,1516.2056,1518.9762,1517.1782,1519.7494,1517.1094,1515.5223,1515.5122,1518.9796,1515.783,1517.7999,1516.6647
6373.2578125,6371.13,6373.9365,6371.0728,6382.2075,6374.3257,6385.2793,6373.7656,6366.2583,6366.869,6380.225,6367.495,6376.0776,6370.528
7489.359375,7477.5303,7479.4497,7484.719,7475.8203,7483.2764,7471.4536,7484.7617,7482.4927,7490.396,7489.624,7481.4004,7477.6606,7481.7915
10668.2744140625,10651.426,10654.169,10661.666,10648.99,10659.612,10642.765,10661.727,10658.494,10669.741,10668.6455,10656.9375,10651.618,10657.489
10132.99609375,10143.457,10140.97,10113.553,10139.176,10048.448,10092.339,10054.452,10021.313,10200.629,10167.958,10111.179,10120.348,10165.222
13421.3828125,13412.928,13462.523,13419.959,13473.524,13405.076,13525.374,13488.904,13424.413,13407.225,13359.759,13444.612,13497.988,13634.79
19698.80859375,19578.197,19568.955,19700.562,19797.455,19799.883,19867.172,19874.77,20031.514,20304.209,20070.285,20049.258,20293.938,20107.404
24799.9375,24772.828,24800.158,24656.814,24733.04,24772.66,24748.92,24781.217,24739.2,24746.19,24726.26,24761.75,24768.34,24796.318
1242.93212890625,1241.3363,1238.5024,1232.0638,1233.0424,1233.9164,1231.4995,1246.6248,1244.0897,1235.764,1244.7821,1232.396,1221.7476,1249.4573
7416.3173828125,7379.716,7432.4814,7391.8335,7397.5503,7411.5034,7425.2324,7349.4243,7465.0117,7417.588,7455.3745,7400.7935,7365.126,7530.279
13712.17578125,13707.201,13722.105,13714.474,13711.54,13730.751,13727.065,13717.292,13710.891,13719.956,13730.535,13718.835,13731.823,13732.846
22094.51953125,22084.611,22088.967,22082.48,22089.924,22103.193,22083.713,22095.316,22081.156,22073.48,22083.246,22090.092,22098.6,22072.684
20545.982421875,20550.65,20598.06,20543.479,20653.533,20636.184,20655.611,20612.053,20599.96,20559.559,20633.516,20611.746,20603.03,20630.9
17535.5625,17520.678,17535.963,17534.574,17536.832,17556.139,17548.422,17538.729,17529.795,17553.129,17550.42,17542.004,17555.197,17536.926
9720.8232421875,9714.136,9733.187,9729.986,9720.4375,9702.523,9726.254,9735.418,9735.545,9752.559,9688.738,9712.834,9728.858,9736.582
10379.541015625,10372.41,10392.748,10389.351,10379.134,10360.029,10385.382,10395.158,10395.281,10413.446,10345.243,10370.996,10388.147,10396.396
3208.2685546875,3204.6958,3258.1934,3215.85,3233.2812,3265.385,3294.804,3220.6729,3267.2073,3400.8098,3285.8145,3225.1592,3230.232,3252.7073
5282.83349609375,5214.207,5257.802,5299.2363,5247.635,5331.511,5301.205,5262.9365,5182.92,5351.3613,5270.887,5268.323,5244.169,5243.982
1154.039306640625,1156.0883,1158.4438,1157.424,1157.112,1163.8638,1153.7864,1164.3951,1167.653,1156.6908,1165.1317,1166.9492,1163.9653,1173.2699
1136.97998046875,1140.2153,1140.0325,1141.2179,1142.8552,1142.8418,1143.5664,1149.2405,1151.6549,1147.8835,1148.8156,1149.56,1152.799,1154.7343
8533.6689453125,8554.988,8529.874,8546.228,8556.961,8534.756,8544.408,8572.89,8571.645,8541.312,8562.244,8571.801,8566.071,8570.937
8611.7998046875,8654.943,8618.021,8625.056,8643.336,8605.524,8604.063,8659.514,8628.953,8600.921,8643.247,8633.467,8631.765,8654.974
8509.482421875,8527.128,8501.733,8518.97,8531.727,8516.847,8517.367,8550.449,8546.254,8524.626,8545.508,8545.459,8541.224,8550.798
8611.7783203125,8634.5,8596.673,8613.665,8637.078,8597.221,8596.043,8652.575,8618.899,8610.827,8634.545,8608.803,8620.689,8639.178
1041.709228515625,1041.1643,1041.1262,1042.668,1042.6958,1042.6185,1042.8185,1040.5791,1041.7576,1042.4252,1043.4547,1043.6016,1044.6632,1043.8599
